Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
New Caledonia,NCL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.578317435521153
New Zealand,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.646240284454502
Nicaragua,NIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.52317317628476
Niger,NER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.65388922387803
Nigeria,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,15.6968126387972
North Macedonia,MKD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.239290787684491
Northern Mariana Islands,MNP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.55000000000002
Oman,OMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.10920805807029
Pakistan,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.76511916356584
Palau,PLW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.04230533415084
Panama,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.739734025300015
Papua New Guinea,PNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.67372881355933
Paraguay,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.08682280577242
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.55717663556281
Philippines,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.25369880080986
Poland,POL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.664767331434023
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.607397074641661
Puerto Rico,PRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Qatar,QAT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.67659170098193
Romania,ROU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.54479666813904
Russian Federation,RUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.04244762954798
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.17434301982013
Samoa,WSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.30471869303168
San Marino,SMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.573948019801976
Sao Tome and Principe,STP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.43051966119159
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.06884036053476
Senegal,SEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.837284942557418
Serbia,SRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.12231397417765
Seychelles,SYC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.01548191697644
Sierra Leone,SLE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.8860609413903
Singapore,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.53226873971629
Sint Maarten (Dutch part),SXM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.111682655737255
Slovak Republic,SVK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.520010196278324
Slovenia,SVN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.0549995416704911
Solomon Islands,SLB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.512485626268801
Somalia,SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
South Africa,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.57139642173959
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,379.999585624026
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.202598000426425
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.9588884659307
St. Kitts and Nevis,KNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.687037123294059
St. Lucia,LCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-3.07821765676926
St. Martin (French part),MAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
St. Vincent and the Grenadines,VCT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.149641647633301
Sudan,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,17.7502538311959
Suriname,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,55.4123879763194
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.984269244577978
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.434618664285843
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Tajikistan,TJK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.00458082322154
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.17476629301494
Thailand,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.188149704448173
Timor-Leste,TLS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.46984287886469
Togo,TGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.28544847051414
Tonga,TON,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.57815515245079
Trinidad and Tobago,TTO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.07066742464024
Tunisia,TUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.62939937384383
Turkiye,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.77513415328334
Turkmenistan,TKM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Turks and Caicos Islands,TCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Tuvalu,TUV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.70637504616216
Ukraine,UKR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.9127101997796
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.61748808904194
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.00841736811403
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.26158320570537
Uruguay,URY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.63941347635073
Uzbekistan,UZB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.13088669523599
Vanuatu,VUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.842069084035039
"Venezuela, RB",VEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,254.948534781815
Viet Nam,VNM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.66824816969083
Virgin Islands (U.S.),VIR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
West Bank and Gaza,PSE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.219106604907305
"Yemen, Rep.",YEM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Zambia,ZMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,17.8697300795268
Zimbabwe,ZWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.54366960054161
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 10/26/2023,,,,
